Country,Strategy,Population Covered (%),Cumulative Cost ($USD Billions)
PER,LOS,99.75513395933376,0.9149999999999999
PER,LOS,99.76520901642037,0.9163499999999999
PER,LOS,99.7917277211455,0.9199499999999999
PER,LOS,99.80244077657005,0.9214499999999999
PER,LOS,99.8217136430286,0.9241499999999999
PER,LOS,99.85339329859457,0.9286499999999999
PER,LOS,99.85950365172398,0.9295499999999999
PER,LOS,99.86441016275147,0.9304499999999999
PER,LOS,99.86929009051487,0.9313499999999999
PER,LOS,99.93016196765066,0.9425999999999999
PER,LOS,99.96178465907931,0.9484499999999999
PER,LOS,99.96364168995581,0.9488999999999999
PER,LOS,99.96624684983573,0.9496499999999999
PER,LOS,99.98236010547782,0.9544499999999999
PER,LOS,99.9838525658755,0.9548999999999999
PER,LOS,99.99554160685273,0.9592499999999998
PER,LOS,99.99658974697934,0.9596999999999998
PER,LOS,99.9975505420954,0.9601499999999997
PER,LOS,99.99999999999999,0.9614999999999997
PER,NLOS,43.32651649831423,0.0024
PER,NLOS,45.2830181513945,0.0029999999999999996
PER,NLOS,49.403435476740654,0.005399999999999999
PER,NLOS,50.590127575742656,0.006599999999999999
PER,NLOS,52.0915009621053,0.0087
PER,NLOS,52.25268668505445,0.009
PER,NLOS,53.08918605349306,0.011099999999999999
PER,NLOS,57.540481469243346,0.0225
PER,NLOS,60.744342027567086,0.030899999999999997
PER,NLOS,61.30420455715378,0.0324
PER,NLOS,62.468517345408934,0.036
PER,NLOS,63.8923625408846,0.040499999999999994
PER,NLOS,64.43616118374821,0.0423
PER,NLOS,65.95443772845707,0.0477
PER,NLOS,66.65367631161922,0.05025
PER,NLOS,67.13616635229427,0.052050000000000006
PER,NLOS,68.23291207847441,0.056850000000000005
PER,NLOS,68.49776493612023,0.058050000000000004
PER,NLOS,69.3534118499153,0.061950000000000005
PER,NLOS,70.13370660286887,0.06555000000000001
PER,NLOS,70.45212473763743,0.06705000000000001
PER,NLOS,73.22212364050814,0.08085
PER,NLOS,74.66099977301691,0.08805
PER,NLOS,75.14082768967474,0.09075
PER,NLOS,75.84367779914272,0.09494999999999999
PER,NLOS,75.92955313495106,0.09555
PER,NLOS,77.25440605259911,0.10515
PER,NLOS,78.03573755285183,0.11115
PER,NLOS,78.22470658437453,0.11265
PER,NLOS,80.57095306736122,0.1344
PER,NLOS,81.22550138599445,0.14054999999999998
PER,NLOS,81.35122503465985,0.14175
PER,NLOS,82.16514381906643,0.1497
PER,NLOS,82.55880778162017,0.1536
PER,NLOS,82.84791596893513,0.1566
PER,NLOS,83.27226841106554,0.1611
PER,NLOS,83.55341301198372,0.1641
PER,NLOS,83.85812177770492,0.1674
PER,NLOS,84.10516005080748,0.1704
PER,NLOS,84.44629928114679,0.1746
PER,NLOS,84.86004120329983,0.1797
PER,NLOS,85.09079153073918,0.18255
PER,NLOS,85.20802752294452,0.18405
PER,NLOS,85.25395960566692,0.18464999999999998
PER,NLOS,85.4750981843365,0.18764999999999998
PER,NLOS,85.74010674395765,0.19124999999999998
PER,NLOS,85.88442728465213,0.19334999999999997
PER,NLOS,86.08579171245478,0.19634999999999997
PER,NLOS,86.18645493831033,0.19784999999999997
PER,NLOS,86.33967327725355,0.20024999999999998
PER,NLOS,86.76898159933046,0.20714999999999997
PER,NLOS,87.77354036328767,0.22364999999999996
PER,NLOS,87.88047723946627,0.22544999999999996
PER,NLOS,87.98506719318748,0.22724999999999995
PER,NLOS,88.14184389190837,0.22994999999999996
PER,NLOS,88.40164592937884,0.23444999999999996
PER,NLOS,88.50523331428327,0.23624999999999996
PER,NLOS,88.66379109169758,0.23909999999999995
PER,NLOS,88.84252936415834,0.24239999999999995
PER,NLOS,89.15670177189229,0.24839999999999995
PER,NLOS,89.36053464564529,0.25229999999999997
PER,NLOS,89.56266998810628,0.2562
PER,NLOS,89.73332315067734,0.2595
PER,NLOS,90.07406363205544,0.2661
PER,NLOS,90.7531331129986,0.2793
PER,NLOS,91.15823927193453,0.28725
PER,NLOS,91.26450776890198,0.28935
PER,NLOS,91.2791209689281,0.28965
PER,NLOS,91.80341129356557,0.3009
PER,NLOS,92.2200014225844,0.3099
PER,NLOS,92.35869390651207,0.3129
PER,NLOS,92.51246289878269,0.31635
PER,NLOS,92.86432657737402,0.32445
PER,NLOS,92.9613061223498,0.32685000000000003
PER,NLOS,93.1507574502351,0.33165000000000006
PER,NLOS,93.17406717522478,0.33225000000000005
PER,NLOS,93.25534360634714,0.33435000000000004
PER,NLOS,93.53220070653,0.34155
PER,NLOS,93.55460660054094,0.34215
PER,NLOS,93.66243211726167,0.34515
PER,NLOS,93.71456569573321,0.34665
PER,NLOS,93.8363436284872,0.35025
PER,NLOS,93.85640639764986,0.35085
PER,NLOS,93.92648747698507,0.35295
PER,NLOS,94.15034134620005,0.35985
PER,NLOS,94.2929491651659,0.36435
PER,NLOS,94.34032054175782,0.36585
PER,NLOS,94.62170818966187,0.37515
PER,NLOS,94.64865602422147,0.37605
PER,NLOS,94.6845510259488,0.37725
PER,NLOS,94.72016120698957,0.37844999999999995
PER,NLOS,94.91003406949102,0.38489999999999996
PER,NLOS,94.97044643591913,0.38699999999999996
PER,NLOS,95.14859987657012,0.3933
PER,NLOS,95.5696408035179,0.40845
PER,NLOS,95.6349330977094,0.41085
PER,NLOS,95.79372632689129,0.4167
PER,NLOS,95.89953531315105,0.42060000000000003
PER,NLOS,95.97912180819971,0.42360000000000003
PER,NLOS,96.09316780871535,0.42795000000000005
PER,NLOS,96.10067568201359,0.4282500000000001
PER,NLOS,96.37685301015782,0.4393500000000001
PER,NLOS,96.53784125743094,0.44595000000000007
PER,NLOS,96.67360578470057,0.45165000000000005
PER,NLOS,96.69489897922927,0.45255000000000006
PER,NLOS,97.00500034994971,0.4660500000000001
PER,NLOS,97.12813782678097,0.4714500000000001
PER,NLOS,97.18555387958627,0.4740000000000001
PER,NLOS,97.34781432592611,0.4813500000000001
PER,NLOS,97.67789871601698,0.4966500000000001
PER,NLOS,97.68432047309706,0.4969500000000001
PER,NLOS,98.11004764974138,0.5173500000000001
PER,NLOS,98.17889070849225,0.5206500000000001
PER,NLOS,98.24612358096165,0.52395
PER,NLOS,98.32313909461278,0.52785
PER,NLOS,98.6050546101893,0.54225
PER,NLOS,98.75891474507962,0.55035
PER,NLOS,98.78623094772719,0.55185
PER,NLOS,98.79952637737672,0.5526
PER,NLOS,98.86772384257135,0.5565
PER,NLOS,98.94174304259967,0.56085
PER,NLOS,98.97545441906324,0.5630999999999999
PER,NLOS,98.98419271772751,0.5637
PER,NLOS,99.00154399395394,0.5649
PER,NLOS,99.0122722398151,0.56565
PER,NLOS,99.04839130048255,0.5682
PER,NLOS,99.1020894939257,0.5721
PER,NLOS,99.1307348597773,0.5742
PER,NLOS,99.33313223726995,0.5892000000000001
PER,NLOS,99.42269884917636,0.5959500000000001
PER,NLOS,99.50188279765464,0.6019500000000001
PER,NLOS,99.55626076313642,0.6061500000000001
PER,NLOS,99.5953419589443,0.60945
PER,NLOS,99.60936273194233,0.61065
PER,NLOS,99.6476198465637,0.61395
PER,NLOS,99.75513395933378,0.62325
PER,NLOS,99.76520901642039,0.62415
PER,NLOS,99.79172772114552,0.6265499999999999
PER,NLOS,99.81100058760407,0.62835
PER,NLOS,99.84268024317004,0.63135
PER,NLOS,99.84879059629945,0.63195
PER,NLOS,99.85369710732694,0.6325500000000001
PER,NLOS,99.85857703509033,0.6331500000000001
PER,NLOS,99.91944891222613,0.64065
PER,NLOS,99.93016196765068,0.642
PER,NLOS,99.96178465907933,0.6465
PER,NLOS,99.96364168995582,0.6467999999999999
PER,NLOS,99.96513415035349,0.6470999999999999
PER,NLOS,99.98124740599559,0.6505499999999999
PER,NLOS,99.99293644697282,0.6536999999999998
PER,NLOS,99.99398458709943,0.6539999999999998
PER,NLOS,99.99658974697935,0.6547499999999998
PER,NLOS,99.99755054209541,0.6550499999999998
PER,NLOS,100.0,0.6559499999999998
IDN,LOS,8.288916428096119,0.00045
IDN,LOS,10.973528045061855,0.0009
IDN,LOS,13.623112909680147,0.00135
IDN,LOS,16.142066442186927,0.0018
IDN,LOS,18.602368305243832,0.00225
IDN,LOS,20.23169714872738,0.0026999999999999997
IDN,LOS,21.666417105438654,0.0031499999999999996
IDN,LOS,22.727640902279962,0.0035999999999999995
IDN,LOS,30.22620148963724,0.007049999999999999
IDN,LOS,31.171417031175864,0.007499999999999999
IDN,LOS,33.57962444870501,0.008849999999999998
IDN,LOS,35.0764542349223,0.009749999999999998
IDN,LOS,37.6526761728565,0.011549999999999998
IDN,LOS,38.28596886457546,0.011999999999999999
IDN,LOS,38.88831766388422,0.01245
IDN,LOS,39.96687582001155,0.013349999999999999
IDN,LOS,40.42998135313351,0.0138
IDN,LOS,42.06447990685767,0.01545
IDN,LOS,42.470569889265995,0.0159
IDN,LOS,43.25390210600141,0.016800000000000002
IDN,LOS,43.62576745920896,0.01725
IDN,LOS,43.991522865109935,0.0177
IDN,LOS,44.35701585456426,0.01815
IDN,LOS,44.72244934879181,0.0186
IDN,LOS,45.07974580834348,0.019049999999999997
IDN,LOS,45.401168770980966,0.019499999999999997
IDN,LOS,46.316466712771216,0.020849999999999997
IDN,LOS,46.612130367045815,0.021299999999999996
IDN,LOS,46.905279285574515,0.021749999999999995
IDN,LOS,47.18512464643102,0.022199999999999994
IDN,LOS,48.48454502055868,0.024299999999999995
IDN,LOS,48.731299348767365,0.024749999999999994
IDN,LOS,49.467776949590046,0.026099999999999995
IDN,LOS,51.14836411818224,0.029249999999999995
IDN,LOS,51.58798922260965,0.030149999999999996
IDN,LOS,52.24435968782769,0.03149999999999999
IDN,LOS,52.67234497610299,0.03239999999999999
IDN,LOS,52.88038809756341,0.03284999999999999
IDN,LOS,53.06016992389221,0.03329999999999999
IDN,LOS,53.231892271822886,0.03374999999999999
IDN,LOS,53.39118011735815,0.03419999999999999
IDN,LOS,53.54939279915245,0.034649999999999986
IDN,LOS,54.21244585323474,0.03689999999999999
IDN,LOS,54.34185859561219,0.03734999999999999
IDN,LOS,54.533309985706474,0.03809999999999999
IDN,LOS,54.84305276043084,0.039449999999999985
IDN,LOS,55.54502312972557,0.04349999999999998
IDN,LOS,55.76798786654344,0.04484999999999998
IDN,LOS,56.2763469565291,0.04799999999999998
IDN,LOS,56.636633051226084,0.05024999999999998
IDN,LOS,56.704192006055585,0.05069999999999998
IDN,LOS,57.1468917388094,0.053699999999999984
IDN,LOS,57.344798361008486,0.05504999999999998
IDN,LOS,58.36723870689759,0.06269999999999998
IDN,LOS,58.60376835541955,0.06449999999999997
IDN,LOS,58.87868942384588,0.06674999999999998
IDN,LOS,59.260035766405494,0.06989999999999998
IDN,LOS,59.738315769598685,0.07394999999999997
IDN,LOS,60.103679144451824,0.07709999999999997
IDN,LOS,60.23632481495549,0.07829999999999998
IDN,LOS,60.630563560673714,0.08189999999999999
IDN,LOS,60.87593462485995,0.08459999999999998
IDN,LOS,61.3257780344855,0.08954999999999998
IDN,LOS,61.567326530351615,0.09224999999999997
IDN,LOS,61.767983744374156,0.09449999999999997
IDN,LOS,62.471310817322255,0.10304999999999997
IDN,LOS,62.76640607969822,0.10664999999999998
IDN,LOS,62.980357289660084,0.10934999999999997
IDN,LOS,63.517443012443906,0.11654999999999997
IDN,LOS,63.58378868961316,0.11744999999999997
IDN,LOS,63.71404392689829,0.11924999999999997
IDN,LOS,64.00034239503006,0.12329999999999997
IDN,LOS,64.18340389573468,0.12599999999999997
IDN,LOS,65.1241126738453,0.13994999999999996
IDN,LOS,65.63265237434081,0.14759999999999995
IDN,LOS,65.75120086334373,0.14939999999999995
IDN,LOS,65.95856722659961,0.15254999999999996
IDN,LOS,66.22249655187976,0.15659999999999996
IDN,LOS,66.48028830706947,0.16064999999999996
IDN,LOS,66.89991664081279,0.16739999999999997
IDN,LOS,67.28534053123585,0.17369999999999997
IDN,LOS,67.74115683666344,0.18164999999999998
IDN,LOS,68.08375797520235,0.18794999999999998
IDN,LOS,68.39639795498756,0.19379999999999997
IDN,LOS,68.65127975613926,0.19874999999999998
IDN,LOS,69.55291291923763,0.2163
IDN,LOS,69.98854015690888,0.22485
IDN,LOS,70.19276177246394,0.2289
IDN,LOS,70.53096663871028,0.23565
IDN,LOS,70.75625912627562,0.24015
IDN,LOS,70.9463963093071,0.2442
IDN,LOS,71.23756594913087,0.2505
IDN,LOS,71.31830203427567,0.2523
IDN,LOS,71.49806473713873,0.25635
IDN,LOS,71.70914211516454,0.26130000000000003
IDN,LOS,72.35489374481848,0.27705
IDN,LOS,72.52044558780106,0.2811
IDN,LOS,72.84175487205883,0.2892
IDN,LOS,72.91275180106396,0.29100000000000004
IDN,LOS,73.05305110752597,0.29460000000000003
IDN,LOS,73.31517114046338,0.30135
IDN,LOS,73.4359082038797,0.3045
IDN,LOS,73.4703145060051,0.3054
IDN,LOS,74.00959942734997,0.31980000000000003
IDN,LOS,74.11546162165844,0.32295
IDN,LOS,74.51614178808954,0.33495
IDN,LOS,74.71640803347901,0.34125000000000005
IDN,LOS,74.87284542020302,0.34620000000000006
IDN,LOS,75.04230801193111,0.3516000000000001
IDN,LOS,75.34725504641172,0.3615000000000001
IDN,LOS,75.52320049302847,0.3673500000000001
IDN,LOS,75.82476586131592,0.3775500000000001
IDN,LOS,75.94373931622435,0.3816000000000001
IDN,LOS,76.1597420490951,0.3892500000000001
IDN,LOS,76.50810466289805,0.4018500000000001
IDN,LOS,76.55558291627713,0.4036500000000001
IDN,LOS,76.72935147504288,0.4104000000000001
IDN,LOS,76.79817257861177,0.4131000000000001
IDN,LOS,77.05924613300684,0.4234500000000001
IDN,LOS,77.36542875585774,0.4356000000000001
IDN,LOS,77.72961391273783,0.4501500000000001
IDN,LOS,77.91087143317354,0.4578000000000001
IDN,LOS,78.22482030794775,0.4713000000000001
IDN,LOS,78.4850407432875,0.4830000000000001
IDN,LOS,78.57417096748102,0.4870500000000001
IDN,LOS,79.15102075004403,0.5136000000000001
IDN,LOS,79.28667092949969,0.5199
IDN,LOS,79.46495050135249,0.5283
IDN,LOS,79.64578411829744,0.5368499999999999
IDN,LOS,79.82133647145159,0.5453999999999999
IDN,LOS,80.0790049865287,0.5579999999999998
IDN,LOS,80.97823390501661,0.6029999999999999
IDN,LOS,81.06695616194084,0.6074999999999998
IDN,LOS,81.21503871896239,0.6151499999999999
IDN,LOS,81.39690500305775,0.6245999999999998
IDN,LOS,81.51650209543253,0.6308999999999998
IDN,LOS,81.7649297268942,0.6448499999999998
IDN,LOS,82.05924730166306,0.6614999999999999
IDN,LOS,82.318499877153,0.6763499999999999
IDN,LOS,82.85458161798503,0.7070999999999998
IDN,LOS,82.9707194878889,0.7138499999999999
IDN,LOS,83.10975877044106,0.7219499999999999
IDN,LOS,83.36135664755788,0.7367999999999999
IDN,LOS,83.59588895632392,0.7507499999999999
IDN,LOS,84.03778231627201,0.7771499999999999
IDN,LOS,84.30854190606857,0.7938
IDN,LOS,84.39496509744396,0.7991999999999999
IDN,LOS,84.68681786996083,0.8176499999999999
IDN,LOS,84.87101721687748,0.8293499999999999
IDN,LOS,85.25692981809188,0.8541
IDN,LOS,85.41430425463756,0.8644499999999999
IDN,LOS,85.52367135525178,0.8716499999999999
IDN,LOS,85.56454776328866,0.87435
IDN,LOS,85.85376893443562,0.8936999999999999
IDN,LOS,86.48629987476895,0.9364499999999999
IDN,LOS,86.74101700163226,0.9539999999999998
IDN,LOS,86.86559363200493,0.9629999999999999
IDN,LOS,87.05719482258091,0.9773999999999998
IDN,LOS,87.12146029164266,0.9823499999999998
IDN,LOS,87.19154566878046,0.9877499999999998
IDN,LOS,87.45462399983481,1.0088999999999997
IDN,LOS,87.67004027975594,1.0264499999999996
IDN,LOS,87.75229349318344,1.0331999999999997
IDN,LOS,87.98142129804607,1.0520999999999996
IDN,LOS,88.17712340961029,1.0687499999999996
IDN,LOS,88.33219878060711,1.0822499999999997
IDN,LOS,88.68282646268646,1.1128499999999997
IDN,LOS,88.81402724911138,1.1245499999999997
IDN,LOS,88.86396711749816,1.1290499999999997
IDN,LOS,89.37240163893205,1.1762999999999997
IDN,LOS,89.44484876408976,1.1830499999999997
IDN,LOS,89.54686607936807,1.1926499999999998
IDN,LOS,89.64583532668907,1.2020999999999997
IDN,LOS,89.728891725678,1.2101999999999997
IDN,LOS,89.88114001098837,1.2250499999999998
IDN,LOS,89.93094601511493,1.2299999999999998
IDN,LOS,90.02039921339664,1.2389999999999997
IDN,LOS,90.32544080279123,1.2697499999999997
IDN,LOS,90.44403391321423,1.2817499999999997
IDN,LOS,90.63466405669611,1.3010999999999997
IDN,LOS,90.84698658482507,1.3231499999999996
IDN,LOS,90.95498423280877,1.3343999999999996
IDN,LOS,91.08265780221788,1.3477499999999996
IDN,LOS,91.20138583931588,1.3603499999999995
IDN,LOS,91.26445609176835,1.3670999999999995
IDN,LOS,91.34271037602494,1.3754999999999995
IDN,LOS,91.40854928135187,1.3826999999999996
IDN,LOS,91.54287675442662,1.3975499999999996
IDN,LOS,91.6025228440954,1.4042999999999997
IDN,LOS,91.83570163645237,1.4308499999999997
IDN,LOS,91.93052640377982,1.4416499999999997
IDN,LOS,91.97394410793169,1.4465999999999997
IDN,LOS,92.03687624646487,1.4537999999999998
IDN,LOS,92.43102043726913,1.5032999999999999
IDN,LOS,92.61472257407632,1.5265499999999999
IDN,LOS,92.74960993973158,1.5436499999999997
IDN,LOS,92.97834677596113,1.5728999999999997
IDN,LOS,92.98531090473779,1.5737999999999996
IDN,LOS,93.01312811049814,1.5773999999999997
IDN,LOS,93.0686732791787,1.5845999999999998
IDN,LOS,93.21593671441737,1.6039499999999998
IDN,LOS,93.2599599949846,1.6097999999999997
IDN,LOS,93.32288150937015,1.6181999999999996
IDN,LOS,93.42925260035048,1.6330499999999997
IDN,LOS,93.4971015944105,1.6427999999999996
IDN,LOS,93.58778613140345,1.6558499999999996
IDN,LOS,93.69551923811096,1.6715999999999995
IDN,LOS,93.84842197091584,1.6940999999999995
IDN,LOS,93.9337657488912,1.7066999999999994
IDN,LOS,94.02491987320975,1.7201999999999995
IDN,LOS,94.097216135471,1.7309999999999994
IDN,LOS,94.11199644966487,1.7332499999999995
IDN,LOS,94.21986873270644,1.7498999999999996
IDN,LOS,94.319073836105,1.7653499999999995
IDN,LOS,94.58369266856685,1.8071999999999995
IDN,LOS,94.6364999944011,1.8155999999999994
IDN,LOS,94.7164031463711,1.8284999999999993
IDN,LOS,94.73399885968902,1.8313499999999994
IDN,LOS,94.76976930237112,1.8371999999999993
IDN,LOS,94.89499613057923,1.8578999999999992
IDN,LOS,94.98916432558265,1.8736499999999991
IDN,LOS,95.329604512492,1.9312499999999992
IDN,LOS,95.5154601640254,1.9627499999999993
IDN,LOS,95.62096007489943,1.9811999999999994
IDN,LOS,95.73010088116897,2.0003999999999995
IDN,LOS,95.73513247749028,2.0012999999999996
IDN,LOS,95.8362138053617,2.0201999999999996
IDN,LOS,96.0006968590919,2.0521499999999997
IDN,LOS,96.13441131884794,2.0782499999999997
IDN,LOS,96.16868694395738,2.0849999999999995
IDN,LOS,96.2550973863556,2.1020999999999996
IDN,LOS,96.47300609131258,2.1452999999999998
IDN,LOS,96.50881690575571,2.1525
IDN,LOS,96.55977881714526,2.1628499999999997
IDN,LOS,96.56627442101107,2.1641999999999997
IDN,LOS,96.62228598977292,2.1758999999999995
IDN,LOS,96.77228833027264,2.2073999999999994
IDN,LOS,96.8082478827827,2.2150499999999993
IDN,LOS,96.91221260432305,2.2378499999999995
IDN,LOS,96.96723294011028,2.2501499999999997
IDN,LOS,97.04906118763226,2.2690499999999996
IDN,LOS,97.09107650429593,2.2789499999999996
IDN,LOS,97.22409826962597,2.3104499999999994
IDN,LOS,97.42150874413036,2.3572499999999996
IDN,LOS,97.49146131942268,2.3738999999999995
IDN,LOS,97.63059409447406,2.4077999999999995
IDN,LOS,97.75747616488415,2.4388499999999995
IDN,LOS,97.81687789915726,2.4535499999999995
IDN,LOS,97.86469081318694,2.4656999999999996
IDN,LOS,97.92450051472935,2.4814499999999997
IDN,LOS,97.93076026251761,2.4831
IDN,LOS,97.97510864200255,2.4947999999999997
IDN,LOS,97.98928337978106,2.49855
IDN,LOS,98.02325940392711,2.5075499999999997
IDN,LOS,98.08521730812191,2.5241999999999996
IDN,LOS,98.41626043644553,2.6141999999999994
IDN,LOS,98.41899190480324,2.6149499999999994
IDN,LOS,98.5822202466974,2.6612999999999993
IDN,LOS,98.67482881682758,2.6890499999999995
IDN,LOS,98.7238433219551,2.7043499999999994
IDN,LOS,98.78462725783591,2.7236999999999996
IDN,LOS,98.85787119406646,2.7470999999999997
IDN,LOS,98.92134091447014,2.7686999999999995
IDN,LOS,99.01021615912035,2.7989999999999995
IDN,LOS,99.04778526999755,2.8120499999999993
IDN,LOS,99.06733263923655,2.8190999999999993
IDN,LOS,99.11626958808633,2.8369499999999994
IDN,LOS,99.15111891716822,2.8504499999999995
IDN,LOS,99.1716320214275,2.8585499999999997
IDN,LOS,99.20668214689975,2.8724999999999996
IDN,LOS,99.21228744719352,2.8747499999999997
IDN,LOS,99.23887650148693,2.8858499999999996
IDN,LOS,99.45729729036006,2.9771999999999994
IDN,LOS,99.46422210979046,2.9801999999999995
